commodity,supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
Rice,48,China,China_Supplier_48,21.46,1517.43,4.0,0.38,30,0.809,0.726,Low,Low,1.0,0.6875,0.8275862068965517,0.59447983014862,0.7976675177538619,14
Rice,170,Vietnam,Vietnam_Supplier_20,23.66,2016.57,4.0,0.36,30,0.769,0.705,Low,Low,1.0,0.7500000000000001,0.8275862068965517,0.5095541401273885,0.7963073797496156,15
Rice,44,China,China_Supplier_44,24.72,1216.25,7.0,0.36,40,0.969,0.918,Low,Low,1.0,0.7500000000000001,0.48275862068965514,0.9341825902335456,0.7950261732191228,16
Rice,5,China,China_Supplier_5,23.2,1237.37,7.0,0.39,25,0.719,0.672,Low,Low,1.0,0.65625,1.0,0.40339702760084917,0.7947419055201699,17
Rice,188,Vietnam,Vietnam_Supplier_38,22.61,2000.62,5.0,0.37,35,0.883,0.761,Low,Low,1.0,0.71875,0.6551724137931034,0.7515923566878981,0.7937990747858554,18
Rice,96,India,India_Supplier_46,27.62,1559.65,3.0,0.37,30,0.762,0.727,Low,Low,1.0,0.71875,0.8275862068965517,0.49469214437367304,0.7855224805988725,19
Rice,16,China,China_Supplier_16,26.17,1244.16,5.0,0.42,31,0.872,0.86,Low,Low,1.0,0.5625,0.7931034482758621,0.7282377919320594,0.7845484204553774,20
Rice,47,China,China_Supplier_47,24.33,992.12,2.0,0.38,27,0.71,0.879,Low,Low,1.0,0.6875,0.9310344827586207,0.3842887473460721,0.7814913701588695,21
Rice,112,Thailand,Thailand_Supplier_12,27.71,1579.79,4.0,0.48,30,0.952,1.0,Low,Low,1.0,0.375,0.8275862068965517,0.8980891719745222,0.7802643861190424,22
Rice,31,China,China_Supplier_31,18.71,1055.18,3.0,0.37,38,0.91,0.861,Low,Low,1.0,0.71875,0.5517241379310345,0.8089171974522293,0.7794019739732045,23
Rice,196,Vietnam,Vietnam_Supplier_46,22.12,1879.09,4.0,0.42,38,1.0,0.858,Low,Low,1.0,0.5625,0.5517241379310345,1.0,0.7785560344827587,24
Rice,66,India,India_Supplier_16,26.64,1632.26,4.0,0.38,31,0.78,0.816,Low,Low,1.0,0.6875,0.7931034482758621,0.5329087048832272,0.776732603045611,25
Rice,10,China,China_Supplier_10,26.71,1442.94,6.0,0.4,33,0.85,0.856,Low,Low,1.0,0.625,0.7241379310344828,0.6815286624203821,0.773590215242697,26
Rice,50,China,China_Supplier_50,26.06,1677.03,4.0,0.42,34,0.905,0.731,Low,Low,1.0,0.5625,0.6896551724137931,0.7983014861995754,0.7726990903433634,27
Rice,24,China,China_Supplier_24,18.31,829.88,5.0,0.47,26,0.825,0.803,Low,Low,1.0,0.4062500000000001,0.9655172413793104,0.6284501061571124,0.7686318315762501,28
Rice,64,India,India_Supplier_14,26.73,1399.0,3.0,0.37,37,0.862,0.807,Low,Low,1.0,0.71875,0.5862068965517242,0.7070063694267515,0.7676404980232814,29
Rice,53,India,India_Supplier_3,24.85,1986.52,4.0,0.33,33,0.697,0.745,Low,Low,1.0,0.84375,0.7241379310344828,0.35668789808917184,0.763309562376455,30
Rice,150,Thailand,Thailand_Supplier_50,27.49,1929.51,7.0,0.41,29,0.762,0.737,Low,Low,1.0,0.5937500000000001,0.8620689655172413,0.49469214437367304,0.7628931702540449,31
Rice,32,China,China_Supplier_32,25.35,1442.78,6.0,0.51,31,0.975,0.786,Low,Low,1.0,0.28125,0.7931034482758621,0.9469214437367303,0.7579726508163116,32
Rice,45,China,China_Supplier_45,20.13,909.1,2.0,0.47,32,0.909,0.816,Low,Low,1.0,0.4062500000000001,0.7586206896551724,0.8067940552016986,0.7525764834541329,33
Rice,14,China,China_Supplier_14,18.41,1272.71,2.0,0.4,37,0.874,0.739,Low,Low,1.0,0.625,0.5862068965517242,0.732484076433121,0.7492985394245553,34
Rice,11,China,China_Supplier_11,18.07,1208.6,3.0,0.54,31,1.0,0.847,Low,Low,1.0,0.1874999999999999,0.7931034482758621,1.0,0.7451508620689655,35
Rice,207,Bangladesh,Bangladesh_Supplier_7,24.77,2577.5,7.0,0.41,38,0.898,0.756,Low,Low,1.0,0.5937500000000001,0.5517241379310345,0.7834394904458599,0.7430564325719307,36
Rice,67,India,India_Supplier_17,26.76,1067.08,5.0,0.39,41,0.919,0.534,Low,Low,1.0,0.65625,0.4482758620689655,0.8280254777070064,0.7417365610586426,37
Rice,23,China,China_Supplier_23,21.38,1100.47,2.0,0.44,35,0.889,0.669,Low,Low,1.0,0.5,0.6551724137931034,0.7643312101910829,0.7416593454864924,38
Rice,33,China,China_Supplier_33,25.55,882.5,6.0,0.53,26,0.852,0.817,Low,Low,1.0,0.2187499999999999,0.9655172413793104,0.6857749469214437,0.7332217997291164,39
Rice,118,Thailand,Thailand_Supplier_18,29.34,1295.54,6.0,0.42,25,0.972,0.982,Medium,Medium,0.5,0.5625,1.0,0.9405520169851379,0.7287354033970276,40
Rice,69,India,India_Supplier_19,27.27,1027.1,3.0,0.32,45,0.83,0.695,Low,Low,1.0,0.875,0.31034482758620685,0.6390658174097663,0.7241493703785049,41
Rice,38,China,China_Supplier_38,25.46,1266.7,6.0,0.54,25,0.827,0.928,Low,Low,1.0,0.1874999999999999,1.0,0.632696390658174,0.7234142781316348,42
Rice,148,Thailand,Thailand_Supplier_48,27.37,1836.18,7.0,0.47,30,0.797,0.897,Low,Low,1.0,0.4062500000000001,0.8275862068965517,0.5690021231422506,0.722259476352588,43
Rice,198,Vietnam,Vietnam_Supplier_48,22.14,1793.31,4.0,0.38,42,0.867,0.848,Low,Low,1.0,0.6875,0.4137931034482759,0.7176220806794055,0.7188476919979501,44
Rice,25,China,China_Supplier_25,23.41,1309.94,7.0,0.36,44,0.87,0.917,Low,Low,1.0,0.7500000000000001,0.3448275862068966,0.7239915074309978,0.7185051980379238,45
Rice,35,China,China_Supplier_35,26.88,1080.73,4.0,0.37,39,0.773,0.853,Low,Low,1.0,0.71875,0.5172413793103448,0.5180467091295117,0.7126071866534884,46
Rice,175,Vietnam,Vietnam_Supplier_25,22.09,1922.03,5.0,0.39,44,0.897,0.823,Low,Low,1.0,0.65625,0.3448275862068966,0.7813163481953291,0.70653266619079,47
Rice,76,India,India_Supplier_26,25.97,1596.84,5.0,0.44,38,0.851,0.744,Low,Low,1.0,0.5,0.5517241379310345,0.6836518046709129,0.6996613954169413,48
Rice,104,Thailand,Thailand_Supplier_4,25.99,1817.14,3.0,0.55,34,0.971,0.811,Low,Low,1.0,0.15624999999999978,0.6896551724137931,0.9384288747346071,0.6991620680503696,49
Rice,165,Vietnam,Vietnam_Supplier_15,22.77,1741.89,4.0,0.38,44,0.843,0.87,Low,Low,1.0,0.6875,0.3448275862068966,0.6666666666666666,0.6914152298850575,50
Rice,65,India,India_Supplier_15,24.77,1346.95,5.0,0.4,38,0.757,0.87,Low,Low,1.0,0.625,0.5517241379310345,0.4840764331210191,0.6909963211069625,51
Rice,137,Thailand,Thailand_Supplier_37,26.8,1974.65,3.0,0.53,36,0.95,0.744,Low,Low,1.0,0.2187499999999999,0.6206896551724138,0.8938428874734606,0.6886284912877956,52
Rice,97,India,India_Supplier_47,23.06,1567.54,6.0,0.31,48,0.786,0.735,Low,Low,1.0,0.9062500000000001,0.2068965517241379,0.5456475583864119,0.6874161496083169,53
Rice,36,China,China_Supplier_36,18.85,1589.31,7.0,0.51,36,0.906,0.814,Low,Low,1.0,0.28125,0.6206896551724138,0.8004246284501062,0.6855698394831247,54
Rice,173,Vietnam,Vietnam_Supplier_23,22.92,1883.84,6.0,0.39,48,0.923,0.896,Low,Low,1.0,0.65625,0.2068965517241379,0.8365180467091295,0.6830902472728604,55
Rice,12,China,China_Supplier_12,21.64,1577.43,5.0,0.47,35,0.801,0.86,Low,Low,1.0,0.4062500000000001,0.6551724137931034,0.5774946921443738,0.6808545418771507,56
Rice,3,China,China_Supplier_3,20.0,1211.39,3.0,0.36,43,0.76,0.801,Low,Low,1.0,0.7500000000000001,0.3793103448275862,0.49044585987261147,0.6804167581814189,57
Rice,62,India,India_Supplier_12,24.01,1345.7,8.0,0.42,30,0.958,0.859,Medium,Medium,0.5,0.5625,0.8275862068965517,0.9108280254777069,0.6796871568196793,58
Rice,26,China,China_Supplier_26,22.09,938.64,5.0,0.54,39,1.0,0.933,Low,Low,1.0,0.1874999999999999,0.5172413793103448,1.0,0.6761853448275861,59
Rice,169,Vietnam,Vietnam_Supplier_19,24.04,1861.85,5.0,0.42,33,0.65,0.856,Low,Low,1.0,0.5625,0.7241379310344828,0.25690021231422505,0.6730395252214656,60
Rice,116,Thailand,Thailand_Supplier_16,24.86,1767.31,5.0,0.53,39,0.971,0.858,Low,Low,1.0,0.2187499999999999,0.5172413793103448,0.9384288747346071,0.6716836197745075,61
Rice,127,Thailand,Thailand_Supplier_27,30.12,1374.84,4.0,0.41,27,0.856,0.873,Medium,Medium,0.5,0.5937500000000001,0.9310344827586207,0.6942675159235668,0.6700496238743686,62
Rice,199,Vietnam,Vietnam_Supplier_49,25.66,1677.03,6.0,0.33,49,0.802,0.803,Low,Low,1.0,0.84375,0.1724137931034483,0.5796178343949046,0.669964515154843,63
Rice,6,China,China_Supplier_6,20.71,1462.99,4.0,0.36,44,0.752,0.891,Low,Low,1.0,0.7500000000000001,0.3448275862068966,0.47346072186836513,0.6683990409253973,64
Rice,41,China,China_Supplier_41,21.1,1451.04,8.0,0.36,32,0.85,0.72,Medium,Medium,0.5,0.7500000000000001,0.7586206896551724,0.6815286624203821,0.6634609048978696,65
Rice,42,China,China_Supplier_42,21.81,1575.93,5.0,0.52,41,0.972,0.861,Low,Low,1.0,0.2499999999999999,0.4482758620689655,0.9405520169851379,0.6626793689142689,66
Rice,55,India,India_Supplier_5,24.24,1769.49,5.0,0.42,35,0.666,0.827,Low,Low,1.0,0.5625,0.6551724137931034,0.29087048832271767,0.6625922011128194,67
Rice,126,Thailand,Thailand_Supplier_26,26.44,1280.92,7.0,0.57,38,1.0,0.79,Low,Low,1.0,0.09375000000000011,0.5517241379310345,1.0,0.6613685344827587,68
Rice,94,India,India_Supplier_44,22.94,1125.19,6.0,0.46,36,0.752,0.797,Low,Low,1.0,0.4374999999999999,0.6206896551724138,0.47346072186836513,0.6592395581667765,69
Rice,142,Thailand,Thailand_Supplier_42,25.71,1705.85,9.0,0.49,25,0.933,0.727,Medium,Medium,0.5,0.34375,1.0,0.8577494692144375,0.6574873938428876,70
Rice,191,Vietnam,Vietnam_Supplier_41,22.0,2011.13,5.0,0.37,44,0.734,0.75,Low,Low,1.0,0.71875,0.3448275862068966,0.435244161358811,0.6529432288234863,71
Rice,155,Vietnam,Vietnam_Supplier_5,25.29,2150.97,5.0,0.48,34,0.729,0.729,Low,Low,1.0,0.375,0.6896551724137931,0.424628450106157,0.6510894831246796,72
Rice,179,Vietnam,Vietnam_Supplier_29,22.25,1887.99,6.0,0.51,36,0.824,0.87,Low,Low,1.0,0.28125,0.6206896551724138,0.6263269639065816,0.6507503065744198,73
Rice,139,Thailand,Thailand_Supplier_39,31.84,1801.88,7.0,0.47,31,1.0,0.71,Medium,Medium,0.5,0.4062500000000001,0.7931034482758621,1.0,0.6498383620689655,74
Rice,109,Thailand,Thailand_Supplier_9,25.73,1858.89,5.0,0.6,31,0.882,0.862,Low,Low,1.0,0.0,0.7931034482758621,0.7494692144373672,0.648169704956439,75
Rice,90,India,India_Supplier_40,27.67,1067.35,8.0,0.45,30,0.937,0.793,Medium,Medium,0.5,0.46875,0.8275862068965517,0.8662420382165607,0.6473324593674501,76
Rice,250,Bangladesh,Bangladesh_Supplier_50,24.39,2415.82,6.0,0.32,48,0.708,0.69,Low,Low,1.0,0.875,0.2068965517241379,0.3800424628450105,0.6464826305000366,77
Rice,84,India,India_Supplier_34,24.8,1057.84,10.0,0.34,40,0.935,0.98,Medium,Medium,0.5,0.8125,0.48275862068965514,0.8619957537154991,0.6462138059155137,78
Rice,174,Vietnam,Vietnam_Supplier_24,24.9,2093.66,6.0,0.5,31,0.686,0.791,Low,Low,1.0,0.3125,0.7931034482758621,0.3333333333333334,0.6430675287356322,79
Rice,132,Thailand,Thailand_Supplier_32,25.1,1735.31,2.0,0.45,39,0.751,0.817,Low,Low,1.0,0.46875,0.5172413793103448,0.47133757961783435,0.640765360751153,80
Rice,13,China,China_Supplier_13,19.45,1191.56,7.0,0.48,35,0.721,0.773,Low,Low,1.0,0.375,0.6551724137931034,0.40764331210191074,0.639071765868658,81
Rice,212,Bangladesh,Bangladesh_Supplier_12,22.21,1558.39,5.0,0.45,40,0.761,0.778,Low,Low,1.0,0.46875,0.48275862068965514,0.49256900212314225,0.6363909555970422,82
Rice,58,India,India_Supplier_8,23.12,1795.27,6.0,0.48,37,0.755,0.93,Low,Low,1.0,0.375,0.5862068965517242,0.47983014861995754,0.6362677538619226,83
Rice,152,Vietnam,Vietnam_Supplier_2,25.29,1847.34,7.0,0.37,44,0.689,0.837,Low,Low,1.0,0.71875,0.3448275862068966,0.33970276008492556,0.6338349485687093,84
Rice,124,Thailand,Thailand_Supplier_24,30.04,1327.71,5.0,0.47,26,0.859,0.891,Medium,Medium,0.5,0.4062500000000001,0.9655172413793104,0.7006369426751592,0.6330691988798595,85
Rice,20,China,China_Supplier_20,27.4,1563.14,2.0,0.54,33,0.775,0.908,Low,Low,1.0,0.1874999999999999,0.7241379310344828,0.5222929936305732,0.6323680814847352,86
Rice,4,China,China_Supplier_4,24.84,1152.12,2.0,0.53,30,0.693,0.939,Low,Low,1.0,0.2187499999999999,0.8275862068965517,0.3481953290870487,0.6312231175415477,87
Rice,52,India,India_Supplier_2,24.62,1119.76,10.0,0.36,37,0.873,0.991,Medium,Medium,0.5,0.7500000000000001,0.5862068965517242,0.7303609341825902,0.6301239109744491,88
Rice,73,India,India_Supplier_23,23.37,1272.31,4.0,0.41,43,0.733,0.853,Low,Low,1.0,0.5937500000000001,0.3793103448275862,0.4331210191082802,0.6298892900285527,89
Rice,115,Thailand,Thailand_Supplier_15,28.88,1916.15,3.0,0.54,27,1.0,0.842,Medium,Medium,0.5,0.1874999999999999,0.9310344827586207,1.0,0.6296336206896551,90
Rice,43,China,China_Supplier_43,27.45,1479.72,7.0,0.48,37,0.737,0.8,Low,Low,1.0,0.375,0.5862068965517242,0.44161358811040335,0.6286244417600118,91
Rice,130,Thailand,Thailand_Supplier_30,24.5,1709.42,7.0,0.58,31,0.799,0.703,Low,Low,1.0,0.06250000000000011,0.7931034482758621,0.5732484076433122,0.628550543597628,92
Rice,71,India,India_Supplier_21,29.14,1817.44,7.0,0.39,35,0.877,0.797,Medium,Medium,0.5,0.65625,0.6551724137931034,0.7388535031847133,0.6256263040852186,93
Rice,238,Bangladesh,Bangladesh_Supplier_38,20.93,2622.58,15.0,0.33,43,0.925,0.858,Medium,Medium,0.5,0.84375,0.3793103448275862,0.8407643312101911,0.6239179524489348,94
Rice,75,India,India_Supplier_25,23.96,1389.3,9.0,0.31,35,0.722,0.812,Medium,Medium,0.5,0.9062500000000001,0.6551724137931034,0.4097664543524415,0.6223088943187642,95
Rice,195,Vietnam,Vietnam_Supplier_45,24.36,1636.6,10.0,0.34,40,0.874,0.729,Medium,Medium,0.5,0.8125,0.48275862068965514,0.732484076433121,0.620311470459038,96
Rice,57,India,India_Supplier_7,27.45,1760.23,10.0,0.31,44,0.897,0.825,Medium,Medium,0.5,0.9062500000000001,0.3448275862068966,0.7813163481953291,0.61903266619079,97
Rice,15,China,China_Supplier_15,21.87,1549.38,2.0,0.53,42,0.901,0.707,Low,Low,1.0,0.2187499999999999,0.4137931034482759,0.7898089171974523,0.6160975593015594,98
Rice,56,India,India_Supplier_6,25.85,1532.59,3.0,0.5,36,0.72,0.876,Low,Low,1.0,0.3125,0.6206896551724138,0.40552016985137995,0.6144014477633795,99
Rice,21,China,China_Supplier_21,21.85,1480.91,6.0,0.47,44,0.826,0.716,Low,Low,1.0,0.4062500000000001,0.3448275862068966,0.6305732484076432,0.6138840462332529,100
Rice,102,Thailand,Thailand_Supplier_2,27.94,1447.23,6.0,0.59,28,0.721,0.936,Low,Low,1.0,0.03125,0.896551724137931,0.40764331210191074,0.6134790934548648,101
Rice,85,India,India_Supplier_35,22.73,1877.46,8.0,0.38,37,0.868,0.705,Medium,Medium,0.5,0.6875,0.5862068965517242,0.7197452229299363,0.6123757687239183,102
Rice,7,China,China_Supplier_7,18.06,1452.37,5.0,0.52,37,0.772,0.811,Low,Low,1.0,0.2499999999999999,0.5862068965517242,0.5159235668789809,0.6122364375137272,103
Rice,177,Vietnam,Vietnam_Supplier_27,23.33,1930.53,4.0,0.45,42,0.744,0.759,Low,Low,1.0,0.46875,0.4137931034482759,0.45647558386411885,0.6119308926348928,104
Rice,106,Thailand,Thailand_Supplier_6,26.53,1707.23,4.0,0.59,34,0.837,0.929,Low,Low,1.0,0.03125,0.6896551724137931,0.6539278131634818,0.6110118557361446,105
Rice,185,Vietnam,Vietnam_Supplier_35,27.01,2426.38,6.0,0.39,46,0.711,0.712,Low,Low,1.0,0.65625,0.27586206896551724,0.3864118895966029,0.6103103951606998,106
Rice,156,Vietnam,Vietnam_Supplier_6,24.64,2256.75,9.0,0.33,39,0.808,0.868,Medium,Medium,0.5,0.84375,0.5172413793103448,0.5923566878980893,0.608719182407204,107
Rice,1,China,China_Supplier_1,21.75,1560.57,4.0,0.52,37,0.762,0.777,Low,Low,1.0,0.2499999999999999,0.5862068965517242,0.49469214437367304,0.6079901530126657,108
Rice,223,Bangladesh,Bangladesh_Supplier_23,22.74,2710.61,7.0,0.35,54,0.794,0.798,Low,Low,1.0,0.7812500000000001,0.0,0.5626326963906583,0.6078390392781317,109
Rice,113,Thailand,Thailand_Supplier_13,28.86,1964.88,4.0,0.4,34,0.825,0.859,Medium,Medium,0.5,0.625,0.6896551724137931,0.6284501061571124,0.6043538143348708,110
Rice,231,Bangladesh,Bangladesh_Supplier_31,22.78,1914.48,5.0,0.32,54,0.727,0.628,Low,Low,1.0,0.875,0.0,0.42038216560509545,0.6028264331210191,111
Rice,216,Bangladesh,Bangladesh_Supplier_16,27.71,2481.98,10.0,0.37,35,0.785,0.671,Medium,Medium,0.5,0.71875,0.6551724137931034,0.5435244161358811,0.6021854866754521,112
Rice,147,Thailand,Thailand_Supplier_47,30.31,1717.27,4.0,0.44,33,0.869,0.878,Medium,Medium,0.5,0.5,0.7241379310344828,0.721868365180467,0.6004081557947141,113
Rice,224,Bangladesh,Bangladesh_Supplier_24,27.27,2343.11,15.0,0.36,38,0.82,0.805,Medium,Medium,0.5,0.7500000000000001,0.5517241379310345,0.6178343949044585,0.5989979134636504,114
Rice,162,Vietnam,Vietnam_Supplier_12,24.23,2142.88,5.0,0.45,48,0.835,0.829,Low,Low,1.0,0.46875,0.2068965517241379,0.6496815286624202,0.5988479436635186,115
Rice,144,Thailand,Thailand_Supplier_44,30.09,1235.31,5.0,0.46,38,1.0,0.78,Medium,Medium,0.5,0.4374999999999999,0.5517241379310345,1.0,0.5973060344827587,116
Rice,120,Thailand,Thailand_Supplier_20,28.63,1474.16,3.0,0.46,28,0.791,0.8,Medium,Medium,0.5,0.4374999999999999,0.896551724137931,0.5562632696390659,0.5947655849622959,117
Rice,51,India,India_Supplier_1,29.16,1511.68,5.0,0.38,30,0.674,0.735,Medium,Medium,0.5,0.6875,0.8275862068965517,0.30785562632696395,0.5903426769895307,118
Rice,122,Thailand,Thailand_Supplier_22,29.85,1665.21,4.0,0.44,33,0.839,0.73,Medium,Medium,0.5,0.5,0.7241379310344828,0.6581740976645435,0.5876693022915294,119
Rice,18,China,China_Supplier_18,24.92,1321.57,5.0,0.52,38,0.733,0.845,Low,Low,1.0,0.2499999999999999,0.5517241379310345,0.4331210191082802,0.5870552383044146,120
Rice,166,Vietnam,Vietnam_Supplier_16,26.75,2392.3,4.0,0.44,49,0.807,0.896,Low,Low,1.0,0.5,0.1724137931034483,0.5902335456475585,0.5861501574053738,121
Rice,107,Thailand,Thailand_Supplier_7,28.12,1688.85,2.0,0.46,35,0.911,0.715,Medium,Medium,0.5,0.4374999999999999,0.6551724137931034,0.8110403397027601,0.5853761713888278,122
Rice,100,India,India_Supplier_50,27.82,1742.71,7.0,0.45,39,0.617,0.743,Low,Low,1.0,0.46875,0.5172413793103448,0.18683651804670906,0.5838651484369279,123
Rice,246,Bangladesh,Bangladesh_Supplier_46,21.59,1740.69,5.0,0.41,52,0.807,0.817,Low,Low,1.0,0.5937500000000001,0.06896551724137934,0.5902335456475585,0.5837255884398566,124
Rice,249,Bangladesh,Bangladesh_Supplier_49,25.53,2254.7,7.0,0.42,51,0.792,0.781,Low,Low,1.0,0.5625,0.10344827586206895,0.5583864118895967,0.5781643513434366,125
Rice,70,India,India_Supplier_20,23.91,1099.44,9.0,0.32,34,0.613,0.976,Medium,Medium,0.5,0.875,0.6896551724137931,0.17834394904458592,0.5768325829123655,126
Rice,49,China,China_Supplier_49,20.06,1091.42,5.0,0.52,43,0.809,0.808,Low,Low,1.0,0.2499999999999999,0.3793103448275862,0.59447983014862,0.5762235522366206,127
Rice,214,Bangladesh,Bangladesh_Supplier_14,27.8,2214.5,10.0,0.4,38,0.839,0.678,Medium,Medium,0.5,0.625,0.5517241379310345,0.6581740976645435,0.5758158540156674,128
Rice,40,China,China_Supplier_40,24.2,1021.9,4.0,0.54,44,0.854,1.0,Low,Low,1.0,0.1874999999999999,0.3448275862068966,0.6900212314225053,0.5710861428362252,129
Rice,153,Vietnam,Vietnam_Supplier_3,26.52,1963.93,6.0,0.49,41,0.698,0.786,Low,Low,1.0,0.34375,0.4482758620689655,0.3588110403397026,0.5697686735851819,130
Rice,80,India,India_Supplier_30,27.8,1065.36,8.0,0.47,30,0.788,0.907,Medium,Medium,0.5,0.4062500000000001,0.8275862068965517,0.5498938428874736,0.5684378203016327,131
Rice,82,India,India_Supplier_32,23.87,1042.09,5.0,0.49,45,0.763,0.717,Low,Low,1.0,0.34375,0.31034482758620685,0.4968152866242038,0.5628867642213924,132
Rice,240,Bangladesh,Bangladesh_Supplier_40,22.71,1871.34,5.0,0.43,47,0.692,0.744,Low,Low,1.0,0.53125,0.24137931034482762,0.3460721868365179,0.5623717649535105,133
Rice,74,India,India_Supplier_24,22.09,1136.89,10.0,0.33,44,0.799,0.724,Medium,Medium,0.5,0.84375,0.3448275862068966,0.5732484076433122,0.5617940780803866,134
Rice,103,Thailand,Thailand_Supplier_3,30.19,1330.87,4.0,0.5,30,0.824,0.943,Medium,Medium,0.5,0.3125,0.8275862068965517,0.6263269639065816,0.5602869445054542,135
Rice,134,Thailand,Thailand_Supplier_34,27.68,1985.02,8.0,0.58,31,0.991,0.941,Medium,Medium,0.5,0.06250000000000011,0.7931034482758621,0.9808917197452229,0.5600792060180102,136
Rice,208,Bangladesh,Bangladesh_Supplier_8,24.99,1518.15,15.0,0.41,39,0.838,0.675,Medium,Medium,0.5,0.5937500000000001,0.5172413793103448,0.6560509554140127,0.5589580359103887,137
Rice,194,Vietnam,Vietnam_Supplier_44,23.67,1868.71,8.0,0.5,34,0.897,0.94,Medium,Medium,0.5,0.3125,0.6896551724137931,0.7813163481953291,0.5568020627425141,138
Rice,164,Vietnam,Vietnam_Supplier_14,24.24,2358.34,9.0,0.49,32,0.837,0.964,Medium,Medium,0.5,0.34375,0.7586206896551724,0.6539278131634818,0.5563782350464894,139
Rice,125,Thailand,Thailand_Supplier_25,26.44,1596.98,9.0,0.56,30,0.907,0.88,Medium,Medium,0.5,0.12499999999999978,0.8275862068965517,0.802547770700637,0.5486561058642653,140
Rice,232,Bangladesh,Bangladesh_Supplier_32,27.38,2556.83,9.0,0.36,40,0.742,0.575,Medium,Medium,0.5,0.7500000000000001,0.48275862068965514,0.4522292993630573,0.5486355150450253,141
Rice,182,Vietnam,Vietnam_Supplier_32,26.56,2120.66,5.0,0.51,48,0.827,0.957,Low,Low,1.0,0.28125,0.2068965517241379,0.632696390658174,0.5485759160626693,142
Rice,171,Vietnam,Vietnam_Supplier_21,28.42,2072.05,7.0,0.42,47,0.99,0.774,Medium,Medium,0.5,0.5625,0.24137931034482762,0.9787685774946921,0.5467235430851454,143
Rice,101,Thailand,Thailand_Supplier_1,28.74,1677.03,7.0,0.45,39,0.882,0.791,Medium,Medium,0.5,0.46875,0.5172413793103448,0.7494692144373672,0.5463916877150596,144
Rice,161,Vietnam,Vietnam_Supplier_11,24.78,1950.35,12.0,0.35,47,0.859,0.733,Medium,Medium,0.5,0.7812500000000001,0.24137931034482762,0.7006369426751592,0.5457847161212388,145
Rice,190,Vietnam,Vietnam_Supplier_40,27.71,2322.53,8.0,0.45,31,0.718,0.892,Medium,Medium,0.5,0.46875,0.7931034482758621,0.4012738853503184,0.5457181391390292,146
Rice,34,China,China_Supplier_34,27.51,1677.03,8.0,0.45,26,0.611,1.0,Medium,Medium,0.5,0.46875,0.9655172413793104,0.17409766454352435,0.5433863432535325,147
