supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
81,Colombia,Colombia_Supplier_31,21.33,2151.42,2.0,4.27,33,0.876,0.948,Low,Low,1.0,0.6443148688046649,0.6176470588235294,0.7474541751527495,0.7649813169375985,33
32,Brazil,Brazil_Supplier_32,25.88,1642.78,6.0,4.66,31,0.905,0.756,Low,Low,1.0,0.5306122448979591,0.6764705882352942,0.8065173116089613,0.7630741706051056,34
141,Vietnam,Vietnam_Supplier_41,22.35,1995.89,4.0,3.18,36,0.73,0.687,Low,Low,1.0,0.9620991253644314,0.5294117647058824,0.45010183299388995,0.7628980891163564,35
79,Colombia,Colombia_Supplier_29,20.55,1522.47,3.0,4.28,32,0.852,0.885,Low,Low,1.0,0.6413994169096209,0.6470588235294117,0.6985743380855397,0.761829427726866,36
11,Brazil,Brazil_Supplier_11,20.06,1408.6,3.0,4.91,31,0.939,0.817,Low,Low,1.0,0.4577259475218659,0.6764705882352942,0.8757637474541751,0.7587018834301251,37
31,Brazil,Brazil_Supplier_31,20.57,1255.18,3.0,3.68,38,0.84,0.831,Low,Low,1.0,0.8163265306122448,0.47058823529411764,0.6741344195519348,0.7565555753869775,38
241,Honduras,Honduras_Supplier_41,23.62,1061.58,7.0,3.53,39,0.831,0.605,Low,Low,1.0,0.8600583090379009,0.4411764705882353,0.655804480651731,0.7564695910368802,39
24,Brazil,Brazil_Supplier_24,20.24,1503.27,5.0,4.43,26,0.755,0.735,Low,Low,1.0,0.5976676384839651,0.8235294117647058,0.5010183299389002,0.7555029285499477,40
245,Honduras,Honduras_Supplier_45,24.43,1011.0,4.0,4.42,35,0.911,0.82,Low,Low,1.0,0.6005830903790088,0.5588235294117647,0.8187372708757638,0.7535991091228462,41
178,Ethiopia,Ethiopia_Supplier_28,16.75,1399.02,6.0,4.93,35,1.0,0.568,Low,Low,1.0,0.4518950437317786,0.5588235294117647,1.0,0.7526796432858858,42
47,Brazil,Brazil_Supplier_47,25.07,1192.12,2.0,3.73,27,0.64,0.849,Low,Low,1.0,0.8017492711370262,0.7941176470588236,0.2668024439918534,0.7523272183473331,43
87,Colombia,Colombia_Supplier_37,19.11,2041.9,6.0,4.44,34,0.893,0.871,Low,Low,1.0,0.5947521865889212,0.5882352941176471,0.7820773930753564,0.7521623487917133,44
45,Brazil,Brazil_Supplier_45,21.7,1109.1,2.0,4.38,32,0.839,0.786,Low,Low,1.0,0.6122448979591837,0.6470588235294117,0.6720977596741343,0.7492454823069756,45
91,Colombia,Colombia_Supplier_41,23.32,2115.86,1.0,5.74,20,0.858,0.957,Low,Low,1.0,0.21574344023323622,1.0,0.7107942973523421,0.7460947195287775,46
219,Honduras,Honduras_Supplier_19,20.11,1234.65,4.0,4.1,34,0.817,0.788,Low,Low,1.0,0.6938775510204083,0.5882352941176471,0.6272912423625253,0.7459864597570189,47
76,Colombia,Colombia_Supplier_26,19.43,1599.44,6.0,4.59,33,0.883,0.725,Low,Low,1.0,0.5510204081632654,0.6176470588235294,0.7617107942973523,0.744509025606169,48
108,Vietnam,Vietnam_Supplier_8,22.07,1257.96,7.0,3.72,32,0.7,0.634,Low,Low,1.0,0.8046647230320699,0.6470588235294117,0.3890020366598777,0.740731293972346,49
51,Colombia,Colombia_Supplier_1,23.37,2011.68,2.0,5.07,23,0.774,0.708,Low,Low,1.0,0.4110787172011662,0.9117647058823529,0.539714867617108,0.7386538292943013,50
14,Brazil,Brazil_Supplier_14,20.33,1472.71,2.0,3.84,37,0.804,0.709,Low,Low,1.0,0.7696793002915452,0.5,0.6008146639511203,0.7375827578631103,51
55,Colombia,Colombia_Supplier_5,19.71,1673.37,3.0,5.96,21,0.889,0.842,Low,Low,1.0,0.15160349854227417,0.9705882352941176,0.7739307535641549,0.7353340841719289,52
208,Honduras,Honduras_Supplier_8,25.69,1057.85,7.0,3.65,31,0.65,0.644,Low,Low,1.0,0.8250728862973761,0.6764705882352942,0.28716904276985744,0.7328196771871391,53
23,Brazil,Brazil_Supplier_23,22.7,1300.47,2.0,4.2,35,0.819,0.639,Low,Low,1.0,0.6647230320699709,0.5588235294117647,0.6313645621181262,0.7321595527940592,54
96,Colombia,Colombia_Supplier_46,20.1,1557.84,6.0,4.31,32,0.779,0.78,Low,Low,1.0,0.6326530612244899,0.6470588235294117,0.54989816700611,0.7299076045896974,55
244,Honduras,Honduras_Supplier_44,22.6,1206.97,6.0,4.93,26,0.779,0.697,Low,Low,1.0,0.4518950437317786,0.8235294117647058,0.54989816700611,0.7288357472753431,56
38,Brazil,Brazil_Supplier_38,25.97,1503.27,6.0,4.95,25,0.757,0.898,Low,Low,1.0,0.4460641399416909,0.8529411764705882,0.505091649694501,0.72576965904197,57
52,Colombia,Colombia_Supplier_2,18.12,1822.08,5.0,5.78,28,0.956,0.915,Low,Low,1.0,0.20408163265306123,0.7647058823529411,0.910386965376782,0.724274271826857,58
169,Ethiopia,Ethiopia_Supplier_19,20.13,1364.48,3.0,5.02,38,1.0,0.623,Low,Low,1.0,0.425655976676385,0.47058823529411764,1.0,0.7240610529926257,59
202,Honduras,Honduras_Supplier_2,22.08,1464.37,10.0,4.29,25,1.0,0.57,Medium,Medium,0.5,0.6384839650145773,0.8529411764705882,1.0,0.7228562853712913,60
118,Vietnam,Vietnam_Supplier_18,23.24,1289.54,4.0,3.18,39,0.681,0.795,Low,Low,1.0,0.9620991253644314,0.4411764705882353,0.3503054989816701,0.7208799987845007,61
133,Vietnam,Vietnam_Supplier_33,22.48,1268.53,5.0,3.78,31,0.638,0.82,Low,Low,1.0,0.7871720116618076,0.6764705882352942,0.26272912423625255,0.718456474821526,62
220,Honduras,Honduras_Supplier_20,22.75,1318.4,6.0,3.62,39,0.752,0.743,Low,Low,1.0,0.8338192419825072,0.4411764705882353,0.49490835030549896,0.7177305982037854,63
120,Vietnam,Vietnam_Supplier_20,25.09,1591.08,3.0,4.06,34,0.728,0.685,Low,Low,1.0,0.7055393586005831,0.5882352941176471,0.4460285132382892,0.7126493658272153,64
94,Colombia,Colombia_Supplier_44,20.31,2179.65,3.0,4.84,33,0.845,0.917,Low,Low,1.0,0.47813411078717205,0.6176470588235294,0.6843177189409368,0.7108088361908628,65
136,Vietnam,Vietnam_Supplier_36,25.13,1698.87,6.0,3.45,35,0.63,0.726,Low,Low,1.0,0.8833819241982507,0.5588235294117647,0.24643584521384929,0.7098385324452736,66
221,Honduras,Honduras_Supplier_21,25.78,1060.48,7.0,5.12,34,0.908,0.618,Low,Low,1.0,0.3965014577259476,0.5882352941176471,0.8126272912423625,0.7087096462093712,67
60,Colombia,Colombia_Supplier_10,23.63,1681.23,2.0,5.68,22,0.791,0.909,Low,Low,1.0,0.23323615160349875,0.9411764705882353,0.5743380855397149,0.7084707726558764,68
26,Brazil,Brazil_Supplier_26,23.27,1138.64,5.0,4.93,39,0.962,0.903,Low,Low,1.0,0.4518950437317786,0.4411764705882353,0.9226069246435844,0.7077892635087204,69
69,Colombia,Colombia_Supplier_19,18.03,1833.5,4.0,5.48,26,0.824,0.7,Low,Low,1.0,0.29154518950437314,0.8235294117647058,0.6415478615071282,0.7070782226186954,70
25,Brazil,Brazil_Supplier_25,24.33,1509.94,7.0,3.54,44,0.8,0.887,Low,Low,1.0,0.8571428571428571,0.2941176470588235,0.5926680244399186,0.7063487309384038,71
109,Vietnam,Vietnam_Supplier_9,25.71,1761.97,3.0,3.13,37,0.6,0.722,Low,Low,1.0,0.9766763848396501,0.5,0.185336048879837,0.7062363059858799,72
68,Colombia,Colombia_Supplier_18,18.68,2484.84,5.0,4.8,20,0.957,0.792,Medium,Medium,0.5,0.48979591836734704,1.0,0.9124236252545824,0.7049337046427533,73
174,Ethiopia,Ethiopia_Supplier_24,19.18,1488.88,5.0,4.53,46,1.0,0.722,Low,Low,1.0,0.5685131195335276,0.23529411764705888,1.0,0.7009518092951466,74
36,Brazil,Brazil_Supplier_36,20.68,1789.31,7.0,4.67,36,0.836,0.784,Low,Low,1.0,0.5276967930029155,0.5294117647058824,0.6659877800407331,0.6974746954353461,75
78,Colombia,Colombia_Supplier_28,21.31,1936.13,3.0,5.74,27,0.861,0.865,Low,Low,1.0,0.21574344023323622,0.7941176470588236,0.7169042769857433,0.6958461272201636,76
61,Colombia,Colombia_Supplier_11,18.98,1664.27,6.0,4.88,25,0.663,0.815,Low,Low,1.0,0.4664723032069972,0.8529411764705882,0.31364562118126277,0.6925824941556489,77
159,Ethiopia,Ethiopia_Supplier_9,22.08,1352.03,3.0,5.37,36,0.948,0.563,Low,Low,1.0,0.32361516034985427,0.5294117647058824,0.8940936863543787,0.6920754685348098,78
148,Vietnam,Vietnam_Supplier_48,23.04,1278.72,4.0,4.45,35,0.761,0.881,Low,Low,1.0,0.5918367346938775,0.5588235294117647,0.5132382892057027,0.690312723867551,79
62,Colombia,Colombia_Supplier_12,22.49,2002.72,5.0,4.23,34,0.702,0.964,Low,Low,1.0,0.6559766763848396,0.5882352941176471,0.3930753564154785,0.6896680639087174,80
85,Colombia,Colombia_Supplier_35,21.58,1834.24,2.0,5.46,27,0.787,1.0,Low,Low,1.0,0.2973760932944607,0.7941176470588236,0.5661914460285133,0.6861117242940238,81
191,Ethiopia,Ethiopia_Supplier_41,21.08,1016.56,5.0,5.77,36,1.0,0.79,Low,Low,1.0,0.20699708454810517,0.5294117647058824,1.0,0.6841022123134969,82
12,Brazil,Brazil_Supplier_12,22.91,1777.43,5.0,4.41,35,0.731,0.83,Low,Low,1.0,0.6034985422740524,0.5588235294117647,0.4521384928716904,0.6810082164957924,83
42,Brazil,Brazil_Supplier_42,23.05,1775.93,5.0,4.8,41,0.902,0.831,Low,Low,1.0,0.48979591836734704,0.38235294117647056,0.8004073319755601,0.6781186812810664,84
110,Vietnam,Vietnam_Supplier_10,25.41,1751.57,5.0,3.05,48,0.706,0.685,Low,Low,1.0,1.0,0.17647058823529416,0.4012219959266802,0.6743620462441595,85
17,Brazil,Brazil_Supplier_17,27.1,1623.9,4.0,3.51,27,0.767,0.678,Medium,Medium,0.5,0.8658892128279884,0.7941176470588236,0.5254582484725051,0.6700933646662041,86
122,Vietnam,Vietnam_Supplier_22,25.95,1515.09,6.0,4.31,45,0.861,0.795,Low,Low,1.0,0.6326530612244899,0.2647058823529411,0.7169042769857433,0.6677205912915065,87
176,Ethiopia,Ethiopia_Supplier_26,23.28,1034.65,3.0,4.98,37,0.834,0.5,Low,Low,1.0,0.43731778425655965,0.5,0.6619144602851323,0.6667123381211664,88
162,Ethiopia,Ethiopia_Supplier_12,17.99,1458.48,6.0,5.47,37,0.921,0.662,Low,Low,1.0,0.2944606413994171,0.5,0.8391038696537679,0.6664359342806079,89
3,Brazil,Brazil_Supplier_3,21.6,1411.39,3.0,3.6,43,0.69,0.771,Low,Low,1.0,0.8396501457725947,0.32352941176470584,0.3686354378818736,0.6645219769606998,90
80,Colombia,Colombia_Supplier_30,19.03,1772.31,1.0,5.83,21,0.687,0.905,Low,Low,1.0,0.18950437317784263,0.9705882352941176,0.3625254582484726,0.6625282437676846,91
229,Honduras,Honduras_Supplier_29,25.36,1757.17,10.0,3.64,26,0.751,0.791,Medium,Medium,0.5,0.8279883381924198,0.8235294117647058,0.49287169042769857,0.6614537755748212,92
249,Honduras,Honduras_Supplier_49,24.88,1548.11,6.0,4.21,37,0.683,0.821,Low,Low,1.0,0.6618075801749271,0.5,0.35437881873727095,0.661327658791186,93
59,Colombia,Colombia_Supplier_9,19.53,2181.5,5.0,5.66,34,0.887,0.79,Low,Low,1.0,0.23906705539358608,0.5882352941176471,0.769857433808554,0.660797074139519,94
54,Colombia,Colombia_Supplier_4,20.14,2486.52,2.0,4.31,23,0.812,0.809,Medium,Medium,0.5,0.6326530612244899,0.9117647058823529,0.6171079429735236,0.6595260303714154,95
128,Vietnam,Vietnam_Supplier_28,25.66,1772.92,5.0,3.79,44,0.716,0.656,Low,Low,1.0,0.7842565597667638,0.2941176470588235,0.42158859470468424,0.6539112706473337,96
6,Brazil,Brazil_Supplier_6,22.17,1662.99,4.0,3.61,44,0.682,0.861,Low,Low,1.0,0.8367346938775511,0.2941176470588235,0.35234215885947057,0.6531815170059878,97
149,Vietnam,Vietnam_Supplier_49,24.29,1364.55,5.0,4.45,45,0.846,0.93,Low,Low,1.0,0.5918367346938775,0.2647058823529411,0.6863543788187372,0.6514065300254521,98
107,Vietnam,Vietnam_Supplier_7,22.7,1300.15,5.0,3.4,45,0.655,0.561,Low,Low,1.0,0.8979591836734694,0.2647058823529411,0.29735234215885953,0.6501367349383745,99
232,Honduras,Honduras_Supplier_32,24.45,1678.74,12.0,4.82,26,0.93,0.758,Medium,Medium,0.5,0.4839650145772594,0.8235294117647058,0.8574338085539716,0.6483603682962856,100
231,Honduras,Honduras_Supplier_31,25.84,1180.9,4.0,4.96,39,0.818,0.605,Low,Low,1.0,0.4431486880466473,0.4411764705882353,0.6293279022403258,0.6469468701067858,101
64,Colombia,Colombia_Supplier_14,22.57,2376.77,3.0,4.25,25,0.806,0.888,Medium,Medium,0.5,0.6501457725947521,0.8529411764705882,0.604887983706721,0.6467493340076793,102
13,Brazil,Brazil_Supplier_13,21.16,1391.56,7.0,4.45,35,0.651,0.743,Low,Low,1.0,0.5918367346938775,0.5588235294117647,0.2892057026476579,0.6455062065559422,103
186,Ethiopia,Ethiopia_Supplier_36,19.3,1021.86,7.0,5.52,37,0.874,0.5,Low,Low,1.0,0.2798833819241985,0.5,0.7433808553971487,0.6436470165604793,104
189,Ethiopia,Ethiopia_Supplier_39,23.03,1200.43,4.0,5.73,37,0.91,0.5,Low,Low,1.0,0.21865889212827982,0.5,0.8167006109979634,0.6430048452316626,105
216,Honduras,Honduras_Supplier_16,21.77,1109.28,10.0,3.72,32,0.824,0.669,Medium,Medium,0.5,0.8046647230320699,0.6470588235294117,0.6415478615071282,0.641240458941796,106
4,Brazil,Brazil_Supplier_4,25.47,1352.12,2.0,4.86,30,0.623,0.909,Low,Low,1.0,0.4723032069970845,0.7058823529411764,0.23217922606924643,0.6409822351984145,107
238,Honduras,Honduras_Supplier_38,22.12,1497.03,8.0,3.61,30,0.766,0.77,Medium,Medium,0.5,0.8367346938775511,0.7058823529411764,0.5234215885947047,0.6403385794236228,108
103,Vietnam,Vietnam_Supplier_3,26.25,1253.88,8.0,4.14,30,0.857,0.743,High,Medium,0.5,0.6822157434402334,0.7058823529411764,0.7087576374745417,0.6387760515902609,109
207,Honduras,Honduras_Supplier_7,24.52,1615.14,8.0,3.63,30,0.761,0.707,Medium,Medium,0.5,0.8309037900874636,0.7058823529411764,0.5132382892057027,0.6368441935983006,110
41,Brazil,Brazil_Supplier_41,22.48,1651.04,8.0,3.54,32,0.78,0.69,Medium,Medium,0.5,0.8571428571428571,0.6470588235294117,0.5519348268839104,0.6364373855448493,111
228,Honduras,Honduras_Supplier_28,21.33,1031.14,7.0,4.53,36,0.66,0.587,Low,Low,1.0,0.5685131195335276,0.5294117647058824,0.30753564154786156,0.6359883493694248,112
15,Brazil,Brazil_Supplier_15,23.09,1749.38,2.0,4.89,42,0.831,0.677,Low,Low,1.0,0.46355685131195346,0.3529411764705882,0.655804480651731,0.6352854030759816,113
142,Vietnam,Vietnam_Supplier_42,22.37,1607.54,9.0,3.29,37,0.821,0.718,Medium,Medium,0.5,0.9300291545189504,0.5,0.635437881873727,0.634594865004483,114
190,Ethiopia,Ethiopia_Supplier_40,23.74,1145.48,4.0,5.34,43,0.927,0.751,Low,Low,1.0,0.33236151603498554,0.32352941176470584,0.8513238289205703,0.6342374977340369,115
182,Ethiopia,Ethiopia_Supplier_32,17.82,1410.93,3.0,4.98,35,0.711,0.67,Low,Low,1.0,0.43731778425655965,0.5588235294117647,0.4114052953156822,0.6313163874802175,116
144,Vietnam,Vietnam_Supplier_44,23.29,1209.7,9.0,3.73,33,0.817,0.664,Medium,Medium,0.5,0.8017492711370262,0.6176470588235294,0.6272912423625253,0.630307330962644,117
187,Ethiopia,Ethiopia_Supplier_37,21.52,1465.37,4.0,5.01,42,0.839,0.696,Low,Low,1.0,0.4285714285714287,0.3529411764705882,0.6720977596741343,0.629797703195331,118
161,Ethiopia,Ethiopia_Supplier_11,16.84,1053.56,2.0,4.55,51,0.914,0.523,Low,Low,1.0,0.5626822157434404,0.08823529411764708,0.8248472505091651,0.6276988275671049,119
222,Honduras,Honduras_Supplier_22,21.56,1276.15,7.0,4.76,31,0.589,0.738,Low,Low,1.0,0.5014577259475219,0.6764705882352942,0.1629327902240325,0.6270686365905105,120
7,Brazil,Brazil_Supplier_7,20.04,1652.37,5.0,4.79,37,0.702,0.781,Low,Low,1.0,0.49271137026239065,0.5,0.3930753564154785,0.6267929138486934,121
66,Colombia,Colombia_Supplier_16,20.77,2447.28,3.0,4.04,33,0.861,0.923,Medium,Medium,0.5,0.7113702623906706,0.6176470588235294,0.7169042769857433,0.6256351857006986,122
21,Brazil,Brazil_Supplier_21,23.08,1680.91,6.0,4.42,44,0.756,0.686,Low,Low,1.0,0.6005830903790088,0.2941176470588235,0.5030549898167006,0.6242861823227982,123
239,Honduras,Honduras_Supplier_39,24.03,1505.83,6.0,5.46,26,0.617,0.728,Low,Low,1.0,0.2973760932944607,0.8235294117647058,0.21995926680244396,0.6242182296252804,124
1,Brazil,Brazil_Supplier_1,23.0,1760.57,4.0,4.8,37,0.692,0.747,Low,Low,1.0,0.48979591836734704,0.5,0.3727087576374744,0.6219907311193316,125
243,Honduras,Honduras_Supplier_43,20.09,1466.34,9.0,4.37,26,0.782,0.739,Medium,Medium,0.5,0.6151603498542274,0.8235294117647058,0.5560081466395113,0.6208740697326356,126
16,Brazil,Brazil_Supplier_16,26.54,1444.16,5.0,4.01,31,0.802,0.83,Medium,Medium,0.5,0.7201166180758019,0.6764705882352942,0.5967413441955194,0.6184950704168779,127
240,Honduras,Honduras_Supplier_40,25.82,1090.64,8.0,4.04,29,0.771,0.727,Medium,Medium,0.5,0.7113702623906706,0.7352941176470589,0.5336048879837068,0.6183870726061738,128
179,Ethiopia,Ethiopia_Supplier_29,24.38,1409.84,7.0,5.39,44,0.914,0.81,Low,Low,1.0,0.31778425655976694,0.2941176470588235,0.8248472505091651,0.6179449260064807,129
124,Vietnam,Vietnam_Supplier_24,24.33,1558.95,3.0,3.91,43,0.631,0.975,Low,Low,1.0,0.749271137026239,0.32352941176470584,0.2484725050916497,0.6178946382160662,130
99,Colombia,Colombia_Supplier_49,18.46,2351.21,5.0,5.13,24,0.874,0.881,Medium,Medium,0.5,0.39358600583090386,0.8823529411764706,0.7433808553971487,0.6176609078312734,131
192,Ethiopia,Ethiopia_Supplier_42,16.14,1068.69,3.0,6.0,36,0.878,0.635,Low,Low,1.0,0.13994169096209919,0.5294117647058824,0.7515274949083504,0.6176438628986655,132
147,Vietnam,Vietnam_Supplier_47,22.43,1257.01,4.0,3.52,45,0.595,0.804,Low,Low,1.0,0.8629737609329445,0.2647058823529411,0.17515274949083495,0.6169504607196383,133
158,Ethiopia,Ethiopia_Supplier_8,21.42,845.4,7.0,4.65,36,1.0,0.635,Medium,Medium,0.5,0.5335276967930028,0.5294117647058824,1.0,0.6157348653747213,134
119,Vietnam,Vietnam_Supplier_19,25.04,1233.26,3.0,4.43,42,0.687,0.859,Low,Low,1.0,0.5976676384839651,0.3529411764705882,0.3625254582484726,0.6101572953883329,135
160,Ethiopia,Ethiopia_Supplier_10,22.36,1498.84,6.0,6.18,42,1.0,0.854,Low,Low,1.0,0.08746355685131213,0.3529411764705882,1.0,0.610101183330475,136
10,Brazil,Brazil_Supplier_10,26.97,1642.94,6.0,3.84,33,0.78,0.826,Medium,Medium,0.5,0.7696793002915452,0.6176470588235294,0.5519348268839104,0.6072185551555508,137
50,Brazil,Brazil_Supplier_50,26.45,1598.61,4.0,4.05,34,0.835,0.701,Medium,Medium,0.5,0.7084548104956269,0.5882352941176471,0.6639511201629327,0.6069627501859051,138
206,Honduras,Honduras_Supplier_6,21.26,1765.96,5.0,4.98,37,0.686,0.763,Low,Low,1.0,0.43731778425655965,0.5,0.3604887983706722,0.6064272057382744,139
63,Colombia,Colombia_Supplier_13,18.84,2294.03,5.0,4.5,31,0.857,0.802,Medium,Medium,0.5,0.5772594752186588,0.6764705882352942,0.7087576374745417,0.6051840433583966,140
18,Brazil,Brazil_Supplier_18,25.54,1521.57,5.0,4.77,38,0.663,0.815,Low,Low,1.0,0.4985422740524783,0.47058823529411764,0.31364562118126277,0.6050117515729015,141
72,Colombia,Colombia_Supplier_22,19.14,1536.55,2.0,5.55,26,0.585,0.959,Low,Low,1.0,0.2711370262390672,0.8235294117647058,0.15478615071283086,0.6046238396435094,142
201,Honduras,Honduras_Supplier_1,23.25,1123.32,8.0,4.18,29,0.756,0.769,Medium,Medium,0.5,0.6705539358600584,0.7352941176470589,0.5030549898167006,0.6020730113401194,143
90,Colombia,Colombia_Supplier_40,20.04,2224.77,5.0,5.08,31,0.953,0.701,Medium,Medium,0.5,0.40816326530612246,0.6764705882352942,0.9042769857433808,0.6020138605340303,144
210,Honduras,Honduras_Supplier_10,23.75,1057.42,10.0,4.07,27,0.698,0.767,Medium,Medium,0.5,0.7026239067055393,0.7941176470588236,0.3849287169042769,0.6011711318219461,145
