commodity,supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
Cocoa,143,Indonesia,Indonesia_Supplier_43,25.82,2285.65,8.0,2.54,25,0.667,0.777,Medium,Medium,0.5,0.9974293059125964,1.0,0.3340000000000001,0.7161573264781491,64
Cocoa,49,Ivory Coast,Ivory Coast_Supplier_49,25.96,1295.81,9.0,2.98,35,0.92,0.619,Medium,Medium,0.5,0.884318766066838,0.7058823529411764,0.8400000000000001,0.7155502797520037,65
Cocoa,241,Cameroon,Cameroon_Supplier_41,22.63,2035.11,5.0,3.5,43,0.764,0.746,Low,Low,1.0,0.7506426735218509,0.47058823529411764,0.528,0.7109077272039921,66
Cocoa,98,Ghana,Ghana_Supplier_48,25.94,1789.33,5.0,3.49,45,0.795,0.732,Low,Low,1.0,0.7532133676092544,0.4117647058823529,0.5900000000000001,0.7092445183729019,67
Cocoa,101,Indonesia,Indonesia_Supplier_1,26.9,1952.32,5.0,2.74,42,0.617,0.647,Low,Low,1.0,0.9460154241645243,0.5,0.23399999999999999,0.7083038560411311,68
Cocoa,68,Ghana,Ghana_Supplier_18,24.16,1083.29,4.0,3.36,49,0.843,0.825,Low,Low,1.0,0.7866323907455013,0.2941176470588235,0.6859999999999999,0.7073875094510811,69
Cocoa,96,Ghana,Ghana_Supplier_46,24.94,1100.15,4.0,3.87,40,0.757,0.9,Low,Low,1.0,0.6555269922879177,0.5588235294117647,0.514,0.7063876304249206,70
Cocoa,83,Ghana,Ghana_Supplier_33,25.75,1759.97,7.0,4.49,39,0.837,0.849,Low,Low,1.0,0.4961439588688945,0.5882352941176471,0.6739999999999999,0.7058948132466354,71
Cocoa,236,Cameroon,Cameroon_Supplier_36,24.6,1681.1,4.0,4.22,34,0.7,0.756,Low,Low,1.0,0.5655526992287918,0.7352941176470589,0.3999999999999999,0.7052117042189627,72
Cocoa,108,Indonesia,Indonesia_Supplier_8,23.9,2007.23,4.0,3.93,37,0.707,0.809,Low,Low,1.0,0.6401028277634961,0.6470588235294117,0.4139999999999999,0.704590412823227,73
Cocoa,199,Ecuador,Ecuador_Supplier_49,20.33,2748.65,1.0,5.28,40,0.976,0.677,Low,Low,1.0,0.2930591259640102,0.5588235294117647,0.952,0.7033706638439436,74
Cocoa,220,Cameroon,Cameroon_Supplier_20,23.99,2098.52,3.0,4.71,40,0.877,0.693,Low,Low,1.0,0.43958868894601544,0.5588235294117647,0.754,0.7004030545894451,75
Cocoa,16,Ivory Coast,Ivory Coast_Supplier_16,26.03,1479.37,8.0,2.81,32,0.797,0.628,Medium,Medium,0.5,0.9280205655526992,0.7941176470588236,0.5940000000000001,0.6993345531528807,76
Cocoa,246,Cameroon,Cameroon_Supplier_46,23.33,1863.46,4.0,3.55,49,0.852,0.939,Low,Low,1.0,0.737789203084833,0.2941176470588235,0.704,0.6987767125359141,77
Cocoa,109,Indonesia,Indonesia_Supplier_9,25.09,1988.85,5.0,3.51,44,0.748,0.635,Low,Low,1.0,0.7480719794344473,0.4411764705882353,0.496,0.6965121125056706,78
Cocoa,31,Ivory Coast,Ivory Coast_Supplier_31,25.92,1916.42,3.0,3.25,49,0.79,0.81,Low,Low,1.0,0.8149100257069408,0.2941176470588235,0.5800000000000001,0.693256918191441,79
Cocoa,227,Cameroon,Cameroon_Supplier_27,26.23,2071.99,5.0,4.08,37,0.702,0.644,Low,Low,1.0,0.6015424164524421,0.6470588235294117,0.4039999999999999,0.6929503099954635,80
Cocoa,52,Ghana,Ghana_Supplier_2,26.06,1841.25,7.0,3.64,45,0.774,0.769,Low,Low,1.0,0.7146529562982005,0.4117647058823529,0.548,0.6912044155451385,81
Cocoa,67,Ghana,Ghana_Supplier_17,26.17,1515.2,2.0,4.07,48,0.892,0.687,Low,Low,1.0,0.6041131105398456,0.32352941176470584,0.784,0.6887106305761379,82
Cocoa,4,Ivory Coast,Ivory Coast_Supplier_4,24.59,1747.39,3.0,4.07,35,0.653,0.859,Low,Low,1.0,0.6041131105398456,0.7058823529411764,0.30600000000000005,0.6886988658702555,83
Cocoa,142,Indonesia,Indonesia_Supplier_42,26.25,2288.61,6.0,3.4,39,0.618,0.885,Low,Low,1.0,0.7763496143958869,0.5882352941176471,0.236,0.6883462271283836,84
Cocoa,130,Indonesia,Indonesia_Supplier_30,24.89,1519.19,5.0,2.86,44,0.621,0.697,Low,Low,1.0,0.9151670951156812,0.4411764705882353,0.242,0.6874858914259792,85
Cocoa,148,Indonesia,Indonesia_Supplier_48,25.39,1963.93,6.0,3.78,36,0.618,0.706,Low,Low,1.0,0.6786632390745502,0.6764705882352942,0.236,0.6859834568274611,86
Cocoa,174,Ecuador,Ecuador_Supplier_24,23.65,2309.37,3.0,5.59,41,1.0,0.87,Low,Low,1.0,0.2133676092544987,0.5294117647058824,1.0,0.6856948434900954,87
Cocoa,177,Ecuador,Ecuador_Supplier_27,24.34,2120.56,3.0,4.03,48,0.867,0.592,Low,Low,1.0,0.6143958868894601,0.32352941176470584,0.734,0.6812813246635414,88
Cocoa,230,Cameroon,Cameroon_Supplier_30,24.24,2161.11,7.0,3.64,38,0.617,0.762,Low,Low,1.0,0.7146529562982005,0.6176470588235294,0.23399999999999999,0.6798750037804324,89
Cocoa,234,Cameroon,Cameroon_Supplier_34,23.22,1911.31,5.0,3.92,49,0.862,0.697,Low,Low,1.0,0.6426735218508997,0.2941176470588235,0.724,0.6789977922274308,90
Cocoa,12,Ivory Coast,Ivory Coast_Supplier_12,25.81,1427.87,3.0,3.19,48,0.723,0.708,Low,Low,1.0,0.8303341902313625,0.32352941176470584,0.44599999999999995,0.6776659004990171,91
Cocoa,212,Cameroon,Cameroon_Supplier_12,27.75,1870.76,5.0,3.94,40,0.694,0.722,Low,Low,1.0,0.6375321336760925,0.5588235294117647,0.3879999999999999,0.6766889157719642,92
Cocoa,215,Cameroon,Cameroon_Supplier_15,26.0,1613.89,4.0,3.77,48,0.813,0.603,Low,Low,1.0,0.6812339331619537,0.32352941176470584,0.6259999999999999,0.6763908362316648,93
Cocoa,181,Ecuador,Ecuador_Supplier_31,20.93,2025.45,3.0,5.02,46,0.976,0.942,Low,Low,1.0,0.35989717223650397,0.38235294117647056,0.952,0.6759625283532436,94
Cocoa,66,Ghana,Ghana_Supplier_16,24.53,1620.42,5.0,3.27,52,0.805,0.853,Low,Low,1.0,0.8097686375321336,0.20588235294117652,0.6100000000000001,0.6759127476183275,95
Cocoa,203,Cameroon,Cameroon_Supplier_3,24.75,1646.22,7.0,4.25,39,0.723,0.767,Low,Low,1.0,0.5578406169665809,0.5882352941176471,0.44599999999999995,0.675718977771057,96
Cocoa,226,Cameroon,Cameroon_Supplier_26,25.37,2162.96,6.0,4.54,30,0.598,0.694,Low,Low,1.0,0.4832904884318766,0.8529411764705882,0.19599999999999995,0.6732579162256163,97
Cocoa,228,Cameroon,Cameroon_Supplier_28,23.74,2109.99,7.0,4.28,31,0.572,0.771,Low,Low,1.0,0.5501285347043701,0.8235294117647058,0.1439999999999999,0.672214486617269,98
Cocoa,71,Ghana,Ghana_Supplier_21,26.36,1758.76,7.0,3.4,45,0.685,0.874,Low,Low,1.0,0.7763496143958869,0.4117647058823529,0.3700000000000001,0.6710285800695599,99
Cocoa,144,Indonesia,Indonesia_Supplier_44,25.11,1798.73,10.0,3.59,34,0.886,0.654,Medium,Medium,0.5,0.7275064267352185,0.7352941176470589,0.772,0.6701001360955694,100
Cocoa,1,Ivory Coast,Ivory Coast_Supplier_1,26.25,1960.57,4.0,4.01,42,0.722,0.697,Low,Low,1.0,0.6195372750642674,0.5,0.44399999999999995,0.6686843187660668,101
Cocoa,53,Ghana,Ghana_Supplier_3,28.88,1230.9,4.0,3.5,37,0.921,0.742,Medium,Medium,0.5,0.7506426735218509,0.6470588235294117,0.8420000000000001,0.6678253742628156,102
Cocoa,245,Cameroon,Cameroon_Supplier_45,25.09,1612.95,3.0,4.63,34,0.672,0.701,Low,Low,1.0,0.4601542416452442,0.7352941176470589,0.3440000000000001,0.6676620898230758,103
Cocoa,39,Ivory Coast,Ivory Coast_Supplier_39,25.86,1851.04,9.0,2.84,37,0.81,0.64,Medium,Medium,0.5,0.9203084832904884,0.6470588235294117,0.6200000000000001,0.665841826704975,104
Cocoa,182,Ecuador,Ecuador_Supplier_32,22.19,2217.89,4.0,4.07,50,0.87,0.821,Low,Low,1.0,0.6041131105398456,0.2647058823529411,0.74,0.6652047482231966,105
Cocoa,170,Ecuador,Ecuador_Supplier_20,20.84,2276.81,4.0,4.7,44,0.86,0.781,Low,Low,1.0,0.44215938303341895,0.4411764705882353,0.72,0.6648339634054135,106
Cocoa,138,Indonesia,Indonesia_Supplier_38,23.28,2005.85,12.0,2.87,39,0.849,0.658,Medium,Medium,0.5,0.9125964010282775,0.5882352941176471,0.698,0.6648079237864811,107
Cocoa,229,Cameroon,Cameroon_Supplier_29,23.84,1747.07,6.0,3.89,43,0.707,0.714,Low,Low,1.0,0.6503856041131104,0.47058823529411764,0.4139999999999999,0.6630434598518069,108
Cocoa,149,Indonesia,Indonesia_Supplier_49,27.16,2222.81,6.0,3.92,41,0.675,0.901,Low,Low,1.0,0.6426735218508997,0.5294117647058824,0.3500000000000001,0.6630213216391955,109
Cocoa,216,Cameroon,Cameroon_Supplier_16,23.33,1725.17,4.0,3.97,43,0.714,0.665,Low,Low,1.0,0.6298200514138816,0.47058823529411764,0.42799999999999994,0.6607020716769998,110
Cocoa,24,Ivory Coast,Ivory Coast_Supplier_24,26.45,1338.64,7.0,3.58,42,0.628,0.702,Low,Low,1.0,0.730077120822622,0.5,0.256,0.6587192802056555,111
Cocoa,185,Ecuador,Ecuador_Supplier_35,23.32,2541.7,4.0,4.49,41,0.754,0.693,Low,Low,1.0,0.4961439588688945,0.5294117647058824,0.508,0.6579889308936941,112
Cocoa,64,Ghana,Ghana_Supplier_14,26.9,1464.47,2.0,3.27,54,0.793,0.689,Low,Low,1.0,0.8097686375321336,0.1470588235294118,0.5860000000000001,0.6564068652653863,113
Cocoa,72,Ghana,Ghana_Supplier_22,25.11,1667.94,4.0,4.37,37,0.657,0.855,Low,Low,1.0,0.5269922879177378,0.6470588235294117,0.31400000000000006,0.6563127778617874,114
Cocoa,51,Ghana,Ghana_Supplier_1,25.39,1717.41,4.0,3.6,54,0.844,0.827,Low,Low,1.0,0.7249357326478149,0.1470588235294118,0.688,0.6555986390443067,115
Cocoa,140,Indonesia,Indonesia_Supplier_40,27.75,1867.94,10.0,3.12,38,0.837,0.643,Medium,Medium,0.5,0.8483290488431876,0.6176470588235294,0.6739999999999999,0.6512940269166793,116
Cocoa,180,Ecuador,Ecuador_Supplier_30,23.49,2371.17,4.0,5.08,42,0.849,0.858,Low,Low,1.0,0.3444730077120822,0.5,0.698,0.6507182519280206,117
Cocoa,94,Ghana,Ghana_Supplier_44,25.84,1170.48,3.0,3.71,54,0.847,0.777,Low,Low,1.0,0.6966580976863752,0.1470588235294118,0.694,0.6497292303039468,118
Cocoa,105,Indonesia,Indonesia_Supplier_5,23.48,2370.75,9.0,3.66,27,0.715,0.748,Medium,Medium,0.5,0.7095115681233932,0.9411764705882353,0.42999999999999994,0.6486720096779072,119
Cocoa,242,Cameroon,Cameroon_Supplier_42,26.11,1577.3,6.0,4.53,45,0.805,0.705,Low,Low,1.0,0.4858611825192801,0.4117647058823529,0.6100000000000001,0.6464064721004084,120
Cocoa,198,Ecuador,Ecuador_Supplier_48,24.82,2552.5,3.0,5.24,45,0.914,0.762,Low,Low,1.0,0.30334190231362457,0.4117647058823529,0.8280000000000001,0.6443766520489944,121
Cocoa,38,Ivory Coast,Ivory Coast_Supplier_38,27.72,1421.9,4.0,4.16,49,0.814,0.938,Low,Low,1.0,0.5809768637532133,0.2941176470588235,0.6279999999999999,0.6443736277030092,122
Cocoa,111,Indonesia,Indonesia_Supplier_11,25.95,1893.86,10.0,3.82,33,0.839,0.577,Medium,Medium,0.5,0.6683804627249357,0.7647058823529411,0.6779999999999999,0.6438715862694692,123
Cocoa,46,Ivory Coast,Ivory Coast_Supplier_46,25.24,1491.42,5.0,4.02,48,0.769,0.728,Low,Low,1.0,0.6169665809768639,0.32352941176470584,0.538,0.6427239981853925,124
Cocoa,197,Ecuador,Ecuador_Supplier_47,23.89,2122.92,5.0,5.71,44,0.964,0.836,Low,Low,1.0,0.18251928020565555,0.4411764705882353,0.9279999999999999,0.6415239376984727,125
Cocoa,15,Ivory Coast,Ivory Coast_Supplier_15,29.62,1310.02,7.0,3.54,34,0.806,0.828,Medium,Medium,0.5,0.7403598971722365,0.7352941176470589,0.6120000000000001,0.6413135037048239,126
Cocoa,113,Indonesia,Indonesia_Supplier_13,24.33,1948.69,7.0,3.07,42,0.5,0.929,Low,Low,1.0,0.8611825192802056,0.5,0.0,0.6402956298200514,127
Cocoa,209,Cameroon,Cameroon_Supplier_9,24.75,1778.6,3.0,3.97,44,0.68,0.726,Low,Low,1.0,0.6298200514138816,0.4411764705882353,0.3600000000000001,0.6397491305005292,128
Cocoa,204,Cameroon,Cameroon_Supplier_4,26.07,1925.43,7.0,3.52,47,0.662,0.589,Low,Low,1.0,0.7455012853470436,0.3529411764705882,0.32400000000000007,0.6394106154544079,129
Cocoa,141,Indonesia,Indonesia_Supplier_41,22.56,2088.2,9.0,3.74,34,0.832,0.635,Medium,Medium,0.5,0.6889460154241644,0.7352941176470589,0.6639999999999999,0.6388600332678058,130
Cocoa,195,Ecuador,Ecuador_Supplier_45,20.46,2500.62,2.0,4.18,48,0.78,0.704,Low,Low,1.0,0.5758354755784062,0.32352941176470584,0.56,0.636841221835778,131
Cocoa,213,Cameroon,Cameroon_Supplier_13,22.99,1811.88,6.0,4.74,33,0.59,0.776,Low,Low,1.0,0.43187660668380456,0.7647058823529411,0.17999999999999994,0.6351456222591864,132
Cocoa,225,Cameroon,Cameroon_Supplier_25,26.55,1571.76,10.0,3.75,36,0.856,0.824,Medium,Medium,0.5,0.6863753213367609,0.6764705882352942,0.712,0.6331114773930138,133
Cocoa,222,Cameroon,Cameroon_Supplier_22,27.84,1658.29,3.0,4.37,49,0.818,0.615,Low,Low,1.0,0.5269922879177378,0.2941176470588235,0.6359999999999999,0.6324774837441403,134
Cocoa,124,Indonesia,Indonesia_Supplier_24,27.62,2053.8,11.0,3.73,32,0.777,0.76,Medium,Medium,0.5,0.6915167095115681,0.7941176470588236,0.554,0.6322085891425979,135
Cocoa,173,Ecuador,Ecuador_Supplier_23,22.96,2702.26,3.0,5.05,48,0.907,0.831,Low,Low,1.0,0.3521850899742931,0.32352941176470584,0.8140000000000001,0.6317286254347498,136
Cocoa,169,Ecuador,Ecuador_Supplier_19,22.31,2487.67,6.0,4.64,47,0.819,0.776,Low,Low,1.0,0.4575835475578407,0.3529411764705882,0.6379999999999999,0.6302311810071073,137
