commodity,supplier_id,country,supplier_name,avg_temperature_celsius,rainfall_mm_per_year,extreme_events_per_year,cost_per_unit_usd,lead_time_days,quality_score,reliability_score,climate_risk_level,predicted_climate_risk,climate_risk_score,cost_normalized,lead_time_normalized,quality_normalized,composite_score,rank
Palm Oil,129,Thailand,Thailand_Supplier_29,30.12,1374.84,4.0,0.69,30,0.806,0.833,Medium,Medium,0.5,0.8181818181818183,0.8787878787878788,0.6120000000000001,0.6966424242424244,50
Palm Oil,66,Malaysia,Malaysia_Supplier_16,26.17,2644.0,2.0,0.91,38,0.892,0.687,Low,Low,1.0,0.3181818181818181,0.6363636363636364,0.784,0.6954363636363636,51
Palm Oil,174,Colombia,Colombia_Supplier_24,27.35,1685.33,2.0,0.73,46,0.777,0.824,Low,Low,1.0,0.7272727272727273,0.3939393939393939,0.554,0.6911030303030303,52
Palm Oil,106,Thailand,Thailand_Supplier_6,25.99,1817.14,3.0,0.9,41,0.921,0.771,Low,Low,1.0,0.34090909090909094,0.5454545454545454,0.8420000000000001,0.6899909090909091,53
Palm Oil,172,Colombia,Colombia_Supplier_22,23.69,2372.75,3.0,0.8,35,0.661,0.79,Low,Low,1.0,0.5681818181818181,0.7272727272727273,0.32200000000000006,0.6882636363636363,54
Palm Oil,152,Colombia,Colombia_Supplier_2,22.48,2227.94,5.0,0.76,50,0.885,0.832,Low,Low,1.0,0.6590909090909091,0.2727272727272727,0.77,0.6869545454545454,55
Palm Oil,177,Colombia,Colombia_Supplier_27,24.31,1987.67,6.0,0.8,42,0.789,0.816,Low,Low,1.0,0.5681818181818181,0.5151515151515151,0.5780000000000001,0.6864333333333333,56
Palm Oil,179,Colombia,Colombia_Supplier_29,26.82,2072.05,4.0,0.92,37,0.86,0.604,Low,Low,1.0,0.2954545454545454,0.6666666666666667,0.72,0.6845303030303029,57
Palm Oil,12,Indonesia,Indonesia_Supplier_12,27.21,2135.43,4.0,0.85,30,0.625,0.757,Low,Low,1.0,0.4545454545454546,0.8787878787878788,0.25,0.6833333333333333,58
Palm Oil,178,Colombia,Colombia_Supplier_28,22.84,1776.81,5.0,0.79,45,0.819,0.745,Low,Low,1.0,0.5909090909090908,0.4242424242424242,0.6379999999999999,0.6813878787878788,59
Palm Oil,180,Colombia,Colombia_Supplier_30,27.25,1993.55,4.0,0.86,43,0.877,0.871,Low,Low,1.0,0.4318181818181819,0.48484848484848486,0.754,0.6799666666666666,60
Palm Oil,3,Indonesia,Indonesia_Supplier_3,27.55,2069.68,7.0,0.86,38,0.779,0.644,Low,Low,1.0,0.4318181818181819,0.6363636363636364,0.558,0.6786454545454546,61
Palm Oil,240,Nigeria,Nigeria_Supplier_40,24.11,1522.89,3.0,0.74,54,0.911,0.8,Low,Low,1.0,0.7045454545454546,0.1515151515151515,0.8220000000000001,0.6784151515151515,62
Palm Oil,43,Indonesia,Indonesia_Supplier_43,26.75,3470.05,5.0,0.69,33,0.817,0.656,Medium,Medium,0.5,0.8181818181818183,0.7878787878787878,0.6339999999999999,0.6783151515151515,63
Palm Oil,76,Malaysia,Malaysia_Supplier_26,27.96,2688.4,7.0,0.73,43,0.688,0.777,Low,Low,1.0,0.7272727272727273,0.48484848484848486,0.3759999999999999,0.678230303030303,64
Palm Oil,139,Thailand,Thailand_Supplier_39,26.8,1974.65,3.0,0.88,43,0.9,0.704,Low,Low,1.0,0.38636363636363635,0.48484848484848486,0.8,0.6778030303030302,65
Palm Oil,193,Colombia,Colombia_Supplier_43,27.96,2380.31,4.0,0.73,44,0.698,0.844,Low,Low,1.0,0.7272727272727273,0.4545454545454546,0.3959999999999999,0.6746545454545454,66
Palm Oil,141,Thailand,Thailand_Supplier_41,31.84,1801.88,7.0,0.79,36,1.0,0.67,Medium,Medium,0.5,0.5909090909090908,0.696969696969697,1.0,0.671969696969697,67
Palm Oil,93,Malaysia,Malaysia_Supplier_43,25.84,2213.1,3.0,0.84,44,0.847,0.777,Low,Low,1.0,0.4772727272727274,0.4545454545454546,0.694,0.6717545454545455,68
Palm Oil,144,Thailand,Thailand_Supplier_44,25.71,1705.85,9.0,0.82,28,0.883,0.687,Medium,Medium,0.5,0.5227272727272729,0.9393939393939394,0.766,0.6687303030303031,69
Palm Oil,2,Indonesia,Indonesia_Supplier_2,25.1,2456.36,6.0,0.79,45,0.787,0.608,Low,Low,1.0,0.5909090909090908,0.4242424242424242,0.5740000000000001,0.6685878787878787,70
Palm Oil,239,Nigeria,Nigeria_Supplier_39,27.47,1536.33,5.0,0.67,54,0.786,0.757,Low,Low,1.0,0.8636363636363635,0.1515151515151515,0.5720000000000001,0.6681878787878788,71
Palm Oil,154,Colombia,Colombia_Supplier_4,24.7,2276.71,2.0,0.74,53,0.86,0.707,Low,Low,1.0,0.7045454545454546,0.18181818181818177,0.72,0.6655909090909091,72
Palm Oil,34,Indonesia,Indonesia_Supplier_34,24.07,2702.99,3.0,0.84,44,0.829,0.759,Low,Low,1.0,0.4772727272727274,0.4545454545454546,0.6579999999999999,0.6645545454545454,73
Palm Oil,118,Thailand,Thailand_Supplier_18,24.86,1767.31,5.0,0.87,47,0.921,0.818,Low,Low,1.0,0.40909090909090917,0.36363636363636365,0.8420000000000001,0.6615818181818183,74
Palm Oil,169,Colombia,Colombia_Supplier_19,27.23,2266.06,6.0,0.87,44,0.864,0.93,Low,Low,1.0,0.40909090909090917,0.4545454545454546,0.728,0.6615090909090909,75
Palm Oil,128,Thailand,Thailand_Supplier_28,26.44,1280.92,7.0,0.94,46,1.0,0.75,Low,Low,1.0,0.2500000000000002,0.3939393939393939,1.0,0.6609848484848486,76
Palm Oil,100,Malaysia,Malaysia_Supplier_50,30.54,2452.32,4.0,0.77,28,0.788,0.842,Medium,Medium,0.5,0.6363636363636364,0.9393939393939394,0.5760000000000001,0.659139393939394,77
Palm Oil,117,Thailand,Thailand_Supplier_17,28.88,1916.15,3.0,0.88,31,0.985,0.802,Medium,Medium,0.5,0.38636363636363635,0.8484848484848485,0.97,0.6527121212121213,78
Palm Oil,111,Thailand,Thailand_Supplier_11,25.73,1858.89,5.0,0.97,36,0.832,0.822,Low,Low,1.0,0.181818181818182,0.696969696969697,0.6639999999999999,0.6524969696969698,79
Palm Oil,187,Colombia,Colombia_Supplier_37,26.13,1874.55,2.0,1.01,41,0.981,0.96,Low,Low,1.0,0.09090909090909094,0.5454545454545454,0.962,0.6514909090909091,80
Palm Oil,182,Colombia,Colombia_Supplier_32,22.69,1883.84,3.0,0.97,36,0.828,0.755,Low,Low,1.0,0.181818181818182,0.696969696969697,0.6559999999999999,0.6508969696969698,81
Palm Oil,35,Indonesia,Indonesia_Supplier_35,26.25,2428.57,5.0,0.92,40,0.827,0.755,Low,Low,1.0,0.2954545454545454,0.5757575757575757,0.6539999999999999,0.6486030303030303,82
Palm Oil,126,Thailand,Thailand_Supplier_26,30.04,1327.71,5.0,0.79,29,0.809,0.851,Medium,Medium,0.5,0.5909090909090908,0.9090909090909091,0.6180000000000001,0.6486000000000001,83
Palm Oil,191,Colombia,Colombia_Supplier_41,24.31,1840.39,5.0,0.87,41,0.771,0.758,Low,Low,1.0,0.40909090909090917,0.5454545454545454,0.542,0.6470363636363636,84
Palm Oil,60,Malaysia,Malaysia_Supplier_10,31.38,2707.24,7.0,0.73,44,1.0,0.852,Medium,Medium,0.5,0.7272727272727273,0.4545454545454546,1.0,0.6454545454545455,85
Palm Oil,153,Colombia,Colombia_Supplier_3,22.41,1557.05,2.0,1.02,39,0.941,0.74,Low,Low,1.0,0.06818181818181823,0.6060606060606061,0.8819999999999999,0.6449606060606061,86
Palm Oil,16,Indonesia,Indonesia_Supplier_16,27.91,2336.4,8.0,0.76,35,0.868,0.726,Medium,Medium,0.5,0.6590909090909091,0.7272727272727273,0.736,0.6437909090909091,87
Palm Oil,134,Thailand,Thailand_Supplier_34,25.1,1735.31,2.0,0.75,47,0.701,0.777,Low,Low,1.0,0.6818181818181819,0.36363636363636365,0.4019999999999999,0.6417636363636363,88
Palm Oil,243,Nigeria,Nigeria_Supplier_43,26.41,1853.42,5.0,0.8,45,0.722,0.672,Low,Low,1.0,0.5681818181818181,0.4242424242424242,0.44399999999999995,0.6369060606060606,89
Palm Oil,132,Thailand,Thailand_Supplier_32,24.5,1709.42,7.0,0.95,36,0.749,0.663,Low,Low,1.0,0.2272727272727274,0.696969696969697,0.498,0.6306606060606061,90
Palm Oil,232,Nigeria,Nigeria_Supplier_32,26.45,1658.85,7.0,0.81,46,0.734,0.645,Low,Low,1.0,0.5454545454545454,0.3939393939393939,0.46799999999999997,0.6284484848484848,91
Palm Oil,79,Malaysia,Malaysia_Supplier_29,29.8,2065.36,7.0,0.71,42,0.891,0.805,Medium,Medium,0.5,0.7727272727272728,0.5151515151515151,0.782,0.628369696969697,92
Palm Oil,204,Nigeria,Nigeria_Supplier_4,26.21,2119.07,3.0,0.67,54,0.684,0.67,Low,Low,1.0,0.8636363636363635,0.1515151515151515,0.3680000000000001,0.6273878787878788,93
Palm Oil,64,Malaysia,Malaysia_Supplier_14,24.68,2996.87,4.0,0.97,29,1.0,0.689,Medium,Medium,0.5,0.181818181818182,0.9090909090909091,1.0,0.6227272727272728,94
Palm Oil,89,Malaysia,Malaysia_Supplier_39,26.08,2634.01,6.0,0.89,43,0.775,0.819,Low,Low,1.0,0.36363636363636365,0.48484848484848486,0.55,0.6221212121212121,95
Palm Oil,237,Nigeria,Nigeria_Supplier_37,25.62,1963.86,5.0,0.74,59,0.862,0.667,Low,Low,1.0,0.7045454545454546,0.0,0.724,0.6209363636363636,96
Palm Oil,167,Colombia,Colombia_Supplier_17,26.49,2151.15,6.0,0.94,41,0.804,0.84,Low,Low,1.0,0.2500000000000002,0.5454545454545454,0.6080000000000001,0.6204636363636364,97
Palm Oil,194,Colombia,Colombia_Supplier_44,27.78,2409.45,5.0,0.98,40,0.838,0.703,Low,Low,1.0,0.15909090909090917,0.5757575757575757,0.6759999999999999,0.6189121212121211,98
Palm Oil,115,Thailand,Thailand_Supplier_15,28.86,1964.88,4.0,0.68,40,0.775,0.819,Medium,Medium,0.5,0.8409090909090908,0.5757575757575757,0.55,0.6141666666666666,99
Palm Oil,196,Colombia,Colombia_Supplier_46,25.46,2365.58,7.0,1.0,43,0.909,0.526,Low,Low,1.0,0.11363636363636376,0.48484848484848486,0.8180000000000001,0.6132212121212122,100
Palm Oil,104,Thailand,Thailand_Supplier_4,27.94,1447.23,6.0,0.97,33,0.671,0.896,Low,Low,1.0,0.181818181818182,0.7878787878787878,0.3420000000000001,0.6108242424242425,101
Palm Oil,176,Colombia,Colombia_Supplier_26,24.58,1816.95,7.0,0.95,39,0.753,0.771,Low,Low,1.0,0.2272727272727274,0.6060606060606061,0.506,0.6095333333333334,102
Palm Oil,90,Malaysia,Malaysia_Supplier_40,26.41,2708.17,4.0,0.96,44,0.857,0.747,Low,Low,1.0,0.2045454545454547,0.4545454545454546,0.714,0.6075727272727274,103
Palm Oil,73,Malaysia,Malaysia_Supplier_23,28.8,2665.04,5.0,0.75,39,0.839,0.724,Medium,Medium,0.5,0.6818181818181819,0.6060606060606061,0.6779999999999999,0.607569696969697,104
Palm Oil,83,Malaysia,Malaysia_Supplier_33,28.86,2512.69,3.0,0.93,32,0.962,0.743,Medium,Medium,0.5,0.2727272727272727,0.8181818181818181,0.9239999999999999,0.6075272727272727,105
Palm Oil,207,Nigeria,Nigeria_Supplier_7,27.66,1471.55,7.0,0.8,49,0.723,0.737,Low,Low,1.0,0.5681818181818181,0.303030303030303,0.44599999999999995,0.6070030303030303,106
Palm Oil,201,Nigeria,Nigeria_Supplier_1,28.0,2232.87,4.0,0.67,45,0.833,0.681,Medium,Medium,0.5,0.8636363636363635,0.4242424242424242,0.6659999999999999,0.6051696969696969,107
Palm Oil,122,Thailand,Thailand_Supplier_22,28.63,1474.16,3.0,0.78,32,0.741,0.76,Medium,Medium,0.5,0.6136363636363635,0.8181818181818181,0.482,0.6043545454545454,108
Palm Oil,146,Thailand,Thailand_Supplier_46,30.09,1235.31,5.0,0.77,45,0.973,0.74,Medium,Medium,0.5,0.6363636363636364,0.4242424242424242,0.946,0.6043515151515152,109
Palm Oil,108,Thailand,Thailand_Supplier_8,26.53,1707.23,4.0,0.97,40,0.787,0.889,Low,Low,1.0,0.181818181818182,0.5757575757575757,0.5740000000000001,0.6041939393939395,110
Palm Oil,47,Indonesia,Indonesia_Supplier_47,29.37,2116.9,5.0,0.76,30,0.674,0.685,Medium,Medium,0.5,0.6590909090909091,0.8787878787878788,0.3480000000000001,0.604069696969697,111
Palm Oil,13,Indonesia,Indonesia_Supplier_13,27.87,2261.55,5.0,0.93,47,0.861,0.627,Low,Low,1.0,0.2727272727272727,0.36363636363636365,0.722,0.6034909090909091,112
Palm Oil,158,Colombia,Colombia_Supplier_8,25.26,1581.73,6.0,0.86,48,0.779,0.827,Low,Low,1.0,0.4318181818181819,0.33333333333333337,0.558,0.6028878787878789,113
Palm Oil,124,Thailand,Thailand_Supplier_24,29.85,1665.21,4.0,0.74,38,0.789,0.69,Medium,Medium,0.5,0.7045454545454546,0.6363636363636364,0.5780000000000001,0.6008272727272728,114
Palm Oil,74,Malaysia,Malaysia_Supplier_24,25.96,2389.3,5.0,0.9,43,0.734,0.87,Low,Low,1.0,0.34090909090909094,0.48484848484848486,0.46799999999999997,0.600039393939394,115
Palm Oil,149,Thailand,Thailand_Supplier_49,30.31,1717.27,4.0,0.75,39,0.819,0.771,Medium,Medium,0.5,0.6818181818181819,0.6060606060606061,0.6379999999999999,0.599569696969697,116
Palm Oil,103,Thailand,Thailand_Supplier_3,27.89,2073.42,8.0,0.72,42,0.832,0.751,Medium,Medium,0.5,0.75,0.5151515151515151,0.6639999999999999,0.5990878787878788,117
Palm Oil,249,Nigeria,Nigeria_Supplier_49,29.57,2112.79,7.0,0.64,46,0.793,0.619,Medium,Medium,0.5,0.9318181818181818,0.3939393939393939,0.5860000000000001,0.5986393939393939,118
Palm Oil,96,Malaysia,Malaysia_Supplier_46,27.64,2011.62,4.0,0.91,42,0.723,0.795,Low,Low,1.0,0.3181818181818181,0.5151515151515151,0.44599999999999995,0.5975333333333332,119
Palm Oil,99,Malaysia,Malaysia_Supplier_49,24.25,2936.21,6.0,0.94,26,0.831,0.895,Medium,Medium,0.5,0.2500000000000002,1.0,0.6619999999999999,0.5949000000000001,120
Palm Oil,88,Malaysia,Malaysia_Supplier_38,30.66,2507.47,2.0,0.79,37,0.822,0.809,Medium,Medium,0.5,0.5909090909090908,0.6666666666666667,0.6439999999999999,0.5931939393939394,121
Palm Oil,97,Malaysia,Malaysia_Supplier_47,25.94,2986.66,5.0,0.8,35,0.795,0.732,Medium,Medium,0.5,0.5681818181818181,0.7272727272727273,0.5900000000000001,0.5918636363636364,122
Palm Oil,183,Colombia,Colombia_Supplier_33,27.65,2168.57,3.0,0.93,53,0.945,0.849,Low,Low,1.0,0.2727272727272727,0.18181818181818177,0.8899999999999999,0.5916363636363635,123
Palm Oil,223,Nigeria,Nigeria_Supplier_23,26.65,2311.54,4.0,0.72,56,0.702,0.796,Low,Low,1.0,0.75,0.09090909090909094,0.4039999999999999,0.5910272727272727,124
Palm Oil,228,Nigeria,Nigeria_Supplier_28,24.82,1868.01,11.0,0.7,46,0.856,0.794,Medium,Medium,0.5,0.7954545454545455,0.3939393939393939,0.712,0.5897484848484849,125
Palm Oil,11,Indonesia,Indonesia_Supplier_11,24.31,2417.97,8.0,0.87,37,0.921,0.889,Medium,Medium,0.5,0.40909090909090917,0.6666666666666667,0.8420000000000001,0.587339393939394,126
Palm Oil,72,Malaysia,Malaysia_Supplier_22,28.43,2651.42,2.0,0.74,43,0.846,0.898,Medium,Medium,0.5,0.7045454545454546,0.48484848484848486,0.692,0.5857484848484849,127
Palm Oil,190,Colombia,Colombia_Supplier_40,23.74,2400.08,5.0,1.04,40,0.839,0.865,Low,Low,1.0,0.022727272727272707,0.5757575757575757,0.6779999999999999,0.5852212121212121,128
Palm Oil,244,Nigeria,Nigeria_Supplier_44,24.56,1441.34,5.0,0.75,50,0.615,0.568,Low,Low,1.0,0.6818181818181819,0.2727272727272727,0.22999999999999998,0.5846363636363636,129
Palm Oil,109,Thailand,Thailand_Supplier_9,28.12,1688.85,2.0,0.77,42,0.861,0.675,Medium,Medium,0.5,0.6363636363636364,0.5151515151515151,0.722,0.5822787878787878,130
Palm Oil,20,Indonesia,Indonesia_Supplier_20,27.9,3052.95,6.0,0.79,40,0.849,0.589,Medium,Medium,0.5,0.5909090909090908,0.5757575757575757,0.698,0.5812666666666666,131
Palm Oil,10,Indonesia,Indonesia_Supplier_10,26.5,2333.16,9.0,0.8,36,0.786,0.996,Medium,Medium,0.5,0.5681818181818181,0.696969696969697,0.5720000000000001,0.5806878787878788,132
Palm Oil,210,Nigeria,Nigeria_Supplier_10,27.23,1890.22,6.0,0.83,55,0.794,0.702,Low,Low,1.0,0.5000000000000001,0.12121212121212122,0.5880000000000001,0.5729030303030304,133
Palm Oil,215,Nigeria,Nigeria_Supplier_15,25.18,1210.19,8.0,0.68,56,0.969,0.511,Medium,Medium,0.5,0.8409090909090908,0.09090909090909094,0.938,0.5705545454545454,134
Palm Oil,45,Indonesia,Indonesia_Supplier_45,25.24,2546.4,5.0,0.91,48,0.769,0.728,Low,Low,1.0,0.3181818181818181,0.33333333333333337,0.538,0.5704787878787878,135
Palm Oil,84,Malaysia,Malaysia_Supplier_34,29.57,2153.9,6.0,0.96,30,0.874,0.908,Medium,Medium,0.5,0.2045454545454547,0.8787878787878788,0.748,0.5704333333333333,136
Palm Oil,234,Nigeria,Nigeria_Supplier_34,31.77,1347.29,7.0,0.74,45,0.845,0.571,Medium,Medium,0.5,0.7045454545454546,0.4242424242424242,0.69,0.5701969696969698,137
